RefDes,Block,Description,Manufacturer,Representative Part Number,Package,Qty,Approx Unit Cost (USD, ROM),Approx Ext Cost (USD, ROM),Preferred Distributor,Status,Notes
C_SS1,Buck Converter,Soft-start timing capacitor 10nF,Generic,10nF C0G/X7R,SMD 0603,1,0.02,0.02,DigiKey/Mouser,Captured - 01_power (as-built),Sets soft-start ramp time
R_RT1,Buck Converter,Switching frequency set resistor 41.2k,Generic,41.2k 1%,SMD 0805,1,0.02,0.02,DigiKey/Mouser,Captured - 01_power (as-built),Sets switching frequency per LT8610AC RT table
R1,Feedback Network,Feedback divider top resistor 24.0k 1%,Generic,24.0k 1%,SMD 0805,1,0.02,0.02,DigiKey/Mouser,Captured - 01_power (as-built),Sets 3.3V output together with R2
R2,Feedback Network,Feedback divider bottom resistor 10.0k 1%,Generic,10.0k 1%,SMD 0805,1,0.02,0.02,DigiKey/Mouser,Captured - 01_power (as-built),Sets 3.3V output together with R1
C_FF1,Feedback Network,Feedforward capacitor 10pF,Generic,10pF C0G,SMD 0603,1,0.02,0.02,DigiKey/Mouser,Captured - 01_power (as-built),"Improves transient response, in parallel with R1"
R_EN_TOP1,Enable/UVLO,EN/UV divider top resistor 787k,Generic,787k 1%,SMD 0805,1,0.02,0.02,DigiKey/Mouser,Captured - 01_power (as-built),Sets input UVLO turn-on threshold together with R_EN_BOT1
R_EN_BOT1,Enable/UVLO,EN/UV divider bottom resistor 100k,Generic,100k 1%,SMD 0805,1,0.02,0.02,DigiKey/Mouser,Captured - 01_power (as-built),Sets input UVLO turn-on threshold together with R_EN_TOP1
R_PG1,Power Good,Power-good open-drain pull-up resistor 100k,Generic,100k,SMD 0805,1,0.02,0.02,DigiKey/Mouser,Captured - 01_power (as-built),Pulls PG net to 3V3_RAIL when regulation is good
D_LED1,Power Indicator (as-built addition),Green power-good indicator LED (~2mA class),TBD (Lite-On/Wurth class),TBD at detailed design,SMD 0805,1,0.05,0.05,DigiKey/Mouser,Captured - 01_power (as-built),"Not part of the original architecture doc scope; added during 01_power capture. Verified correctly wired in series with R_LED1 to GND in the 2026-07-30 design review after fixing an initial defect where both LED pins landed on the same (incorrectly grounded) net"
R_LED1,Power Indicator (as-built addition),LED current-limit resistor 680R,Generic,680R,SMD 0805,1,0.02,0.02,DigiKey/Mouser,Captured - 01_power (as-built),Not part of the original architecture doc scope; added during 01_power capture
TP1,Test Points (as-built addition),Test point - VIN_PROT (post-fuse input),Keystone or equiv,5015 class,THT 1.5x1.5mm,1,0.10,0.10,DigiKey/Mouser,Captured - 01_power (as-built),Not part of the original architecture doc scope
TP2,Test Points (as-built addition),Test point - 3V3_RAIL (regulated output),Keystone or equiv,5015 class,THT 1.5x1.5mm,1,0.10,0.10,DigiKey/Mouser,Captured - 01_power (as-built),Not part of the original architecture doc scope
TP3,Test Points (as-built addition),Test point - GND,Keystone or equiv,5015 class,THT 1.5x1.5mm,1,0.10,0.10,DigiKey/Mouser,Captured - 01_power (as-built),Not part of the original architecture doc scope
TP4,Test Points (as-built addition),Test point - PG (power-good),Keystone or equiv,5015 class,THT 1.5x1.5mm,1,0.10,0.10,DigiKey/Mouser,Captured - 01_power (as-built),Not part of the original architecture doc scope
